timestamp,open,high,low,close,volume
2020-05-19 16:00:00,120.4500,120.7000,120.2500,120.2500,155839
2020-05-19 15:55:00,120.6100,120.8300,120.3300,120.3900,121228
2020-05-19 15:50:00,120.8400,120.9100,120.5900,120.6300,73505
2020-05-19 15:45:00,120.9000,121.0900,120.8150,120.8150,43404
2020-05-19 15:40:00,121.2300,121.2300,120.7620,120.9100,41893
2020-05-19 15:35:00,121.4600,121.4600,121.1200,121.1850,38109
2020-05-19 15:30:00,121.3100,121.5000,121.1600,121.4600,26172
2020-05-19 15:25:00,121.5200,121.5600,121.2100,121.2700,30881
2020-05-19 15:20:00,121.7700,121.7700,121.5100,121.5100,17175
2020-05-19 15:15:00,121.5150,121.9300,121.4000,121.7400,27432
2020-05-19 15:10:00,121.3600,121.5700,121.3600,121.5200,18594
2020-05-19 15:05:00,121.1200,121.5000,120.9900,121.3700,38531
2020-05-19 15:00:00,121.9800,122.0400,120.9705,121.1200,135254
2020-05-19 14:55:00,122.0400,122.1250,121.9700,121.9800,31899
2020-05-19 14:50:00,121.7500,122.0700,121.7200,122.0450,51214
2020-05-19 14:45:00,121.8200,121.8220,121.7150,121.7542,13817
2020-05-19 14:40:00,121.7700,121.8400,121.7600,121.8250,15810
2020-05-19 14:35:00,121.7905,121.7905,121.6200,121.7600,25863
2020-05-19 14:30:00,121.8900,121.8900,121.8000,121.8000,16042
2020-05-19 14:25:00,121.8180,121.9200,121.8100,121.8900,15294
2020-05-19 14:20:00,121.8099,121.9100,121.8099,121.8300,11489
2020-05-19 14:15:00,121.7900,121.8400,121.7600,121.8100,19096
2020-05-19 14:10:00,121.4800,121.8200,121.4700,121.7901,18316
2020-05-19 14:05:00,121.5800,121.6500,121.3600,121.4800,18407
2020-05-19 14:00:00,121.6000,121.6450,121.5100,121.5600,20361
2020-05-19 13:55:00,121.8700,121.8700,121.6000,121.6050,22485
2020-05-19 13:50:00,121.9100,121.9200,121.8200,121.8600,17385
2020-05-19 13:45:00,121.8100,121.9200,121.7900,121.9100,12019
2020-05-19 13:40:00,121.6900,121.8200,121.6800,121.7950,22939
2020-05-19 13:35:00,121.6000,121.6900,121.5300,121.6900,22089
2020-05-19 13:30:00,121.7100,121.7100,121.6050,121.6050,10026
2020-05-19 13:25:00,121.6200,121.7450,121.6000,121.7100,18518
2020-05-19 13:20:00,121.6700,121.6700,121.5200,121.6200,17176
2020-05-19 13:15:00,121.5100,121.7000,121.4845,121.6800,17504
2020-05-19 13:10:00,121.3100,121.5450,121.3099,121.5200,15309
2020-05-19 13:05:00,121.4700,121.5400,121.2950,121.2950,10923
2020-05-19 13:00:00,121.3900,121.4900,121.3900,121.4800,11772
2020-05-19 12:55:00,121.3450,121.4200,121.2900,121.4000,11087
2020-05-19 12:50:00,121.2200,121.4000,121.2200,121.3401,9906
2020-05-19 12:45:00,121.1600,121.2600,121.1600,121.2600,6673
2020-05-19 12:40:00,121.1700,121.2900,121.1400,121.1400,13166
2020-05-19 12:35:00,121.3300,121.4300,121.1500,121.1664,23178
2020-05-19 12:30:00,121.3600,121.4300,121.2900,121.3493,14444
2020-05-19 12:25:00,121.2500,121.3900,121.2100,121.3500,19028
2020-05-19 12:20:00,121.5200,121.5614,121.2100,121.2500,26389
2020-05-19 12:15:00,121.5300,121.5600,121.4900,121.5250,21301
2020-05-19 12:10:00,121.4200,121.5100,121.3700,121.5100,11773
2020-05-19 12:05:00,121.5200,121.6000,121.3500,121.4100,15205
2020-05-19 12:00:00,121.5400,121.5900,121.3500,121.5400,22847
2020-05-19 11:55:00,121.5900,121.6129,121.4300,121.5300,19771
2020-05-19 11:50:00,121.4100,121.6800,121.4100,121.5600,26826
2020-05-19 11:45:00,121.5000,121.6900,121.3702,121.3845,20258
2020-05-19 11:40:00,121.7400,121.7800,121.4800,121.5100,23637
2020-05-19 11:35:00,121.6600,121.8349,121.6399,121.7400,27551
2020-05-19 11:30:00,121.8700,121.8700,121.6300,121.6526,27770
2020-05-19 11:25:00,121.6600,121.8680,121.5800,121.8601,17270
2020-05-19 11:20:00,121.3000,121.6672,121.3000,121.6620,25879
2020-05-19 11:15:00,121.4700,121.5500,121.2300,121.2800,17886
2020-05-19 11:10:00,121.6200,121.6200,121.3700,121.4700,10992
2020-05-19 11:05:00,121.4300,121.6700,121.3900,121.5900,20226
